gene_symbol,ensg_id,gene_type,gene_length,ensp_id,protein_length
DCAF4,ENSG00000119599,protein_coding,5536,ENSP00000351147,495
PROX2,ENSG00000119608,protein_coding,4826,ENSP00000451223,592
VSX2,ENSG00000119614,protein_coding,3018,ENSP00000261980,361
FCF1,ENSG00000119616,protein_coding,4747,ENSP00000344393,198
PGF,ENSG00000119630,protein_coding,5804,ENSP00000385365,221
IFI27L2,ENSG00000119632,protein_coding,1602,ENSP00000238609,130
BBOF1,ENSG00000119636,protein_coding,4624,ENSP00000377577,529
NEK9,ENSG00000119638,protein_coding,13327,ENSP00000504620,991
ACYP1,ENSG00000119640,protein_coding,1803,ENSP00000450873,129
IFT43,ENSG00000119650,protein_coding,4169,ENSP00000238628,213
NPC2,ENSG00000119655,protein_coding,2584,ENSP00000451180,221
DNAL1,ENSG00000119661,protein_coding,8884,ENSP00000452037,190
IRF2BPL,ENSG00000119669,protein_coding,4166,ENSP00000238647,796
ACOT2,ENSG00000119673,protein_coding,2239,ENSP00000238651,483
LTBP2,ENSG00000119681,protein_coding,9078,ENSP00000261978,1821
AREL1,ENSG00000119682,protein_coding,7805,ENSP00000348714,823
MLH3,ENSG00000119684,protein_coding,8358,ENSP00000348020,1453
TTLL5,ENSG00000119685,protein_coding,12267,ENSP00000298832,1281
FLVCR2,ENSG00000119686,protein_coding,4910,ENSP00000238667,526
ABCD4,ENSG00000119688,protein_coding,8922,ENSP00000349396,606
DLST,ENSG00000119689,protein_coding,4548,ENSP00000335304,453
PPP4R4,ENSG00000119698,protein_coding,4973,ENSP00000305924,873
TGFB3,ENSG00000119699,protein_coding,5223,ENSP00000238682,412
ZC2HC1C,ENSG00000119703,protein_coding,8738,ENSP00000435550,456
SLIRP,ENSG00000119705,protein_coding,2631,ENSP00000450849,124
RBM25,ENSG00000119707,protein_coding,11764,ENSP00000261973,843
ALDH6A1,ENSG00000119711,protein_coding,6682,ENSP00000450436,535
GPR68,ENSG00000119714,protein_coding,3474,ENSP00000440797,365
ESRRB,ENSG00000119715,protein_coding,5930,ENSP00000370270,508
EIF2B2,ENSG00000119718,protein_coding,5436,ENSP00000266126,351
NRDE2,ENSG00000119720,protein_coding,17393,ENSP00000346335,1164
COQ6,ENSG00000119723,protein_coding,6686,ENSP00000333946,468
ZNF410,ENSG00000119725,protein_coding,6471,ENSP00000407130,516
RHOQ,ENSG00000119729,protein_coding,6424,ENSP00000238738,205
GPR75,ENSG00000119737,protein_coding,2094,ENSP00000378195,540
SUPT7L,ENSG00000119760,protein_coding,5312,ENSP00000336750,414
KLHL29,ENSG00000119771,protein_coding,11109,ENSP00000420659,875
DNMT3A,ENSG00000119772,protein_coding,13781,ENSP00000264709,912
TMEM214,ENSG00000119777,protein_coding,4909,ENSP00000238788,689
ATAD2B,ENSG00000119778,protein_coding,10501,ENSP00000238789,1458
FKBP1B,ENSG00000119782,protein_coding,1677,ENSP00000370373,108
ATL2,ENSG00000119787,protein_coding,5810,ENSP00000368237,583
YPEL5,ENSG00000119801,protein_coding,3425,ENSP00000261353,121
FAM98A,ENSG00000119812,protein_coding,17840,ENSP00000238823,518
YIPF4,ENSG00000119820,protein_coding,12239,ENSP00000238831,244
AFTPH,ENSG00000119844,protein_coding,6514,ENSP00000512232,967
LGALSL,ENSG00000119862,protein_coding,3933,ENSP00000238875,172
CNRIP1,ENSG00000119865,protein_coding,3548,ENSP00000263655,164
BCL11A,ENSG00000119866,protein_coding,24514,ENSP00000496168,835
CRIPT,ENSG00000119878,protein_coding,11687,ENSP00000238892,101
EPCAM,ENSG00000119888,protein_coding,2430,ENSP00000385476,342
SLC17A5,ENSG00000119899,protein_coding,3441,ENSP00000348019,495
OGFRL1,ENSG00000119900,protein_coding,9176,ENSP00000359464,451
SLF2,ENSG00000119906,protein_coding,8812,ENSP00000359292,1186
IDE,ENSG00000119912,protein_coding,16811,ENSP00000265986,1019
TECTB,ENSG00000119913,protein_coding,3935,ENSP00000495832,342
ELOVL3,ENSG00000119915,protein_coding,1400,ENSP00000359022,270
IFIT3,ENSG00000119917,protein_coding,5067,ENSP00000504949,517
NKX2-3,ENSG00000119919,protein_coding,2088,ENSP00000342828,364
IFIT2,ENSG00000119922,protein_coding,4326,ENSP00000360891,472
GPAM,ENSG00000119927,protein_coding,9809,ENSP00000265276,828
CUTC,ENSG00000119929,protein_coding,1792,ENSP00000359507,273
PPP1R3C,ENSG00000119938,protein_coding,2541,ENSP00000238994,317
PYROXD2,ENSG00000119943,protein_coding,3865,ENSP00000359607,581
CNNM1,ENSG00000119946,protein_coding,6156,ENSP00000512809,972
MXI1,ENSG00000119950,protein_coding,5907,ENSP00000331152,295
SMNDC1,ENSG00000119953,protein_coding,5404,ENSP00000358616,238
C10orf88,ENSG00000119965,protein_coding,3083,ENSP00000419126,445
HELLS,ENSG00000119969,protein_coding,14231,ENSP00000377601,884
PRLHR,ENSG00000119973,protein_coding,5506,ENSP00000239032,370
TCTN3,ENSG00000119977,protein_coding,9465,ENSP00000265993,625
DENND10,ENSG00000119979,protein_coding,6291,ENSP00000354688,357
AVPI1,ENSG00000119986,protein_coding,1375,ENSP00000359660,147
WDR11,ENSG00000120008,protein_coding,10707,ENSP00000263461,1224
ARMH3,ENSG00000120029,protein_coding,4747,ENSP00000359050,689
KCNIP2,ENSG00000120049,protein_coding,3397,ENSP00000420040,285
CFAP58,ENSG00000120051,protein_coding,3491,ENSP00000358718,872
GOT1,ENSG00000120053,protein_coding,2424,ENSP00000359539,413
CPN1,ENSG00000120054,protein_coding,1879,ENSP00000359446,458
C10orf95,ENSG00000120055,protein_coding,1469,ENSP00000489684,213
SFRP5,ENSG00000120057,protein_coding,1883,ENSP00000266066,317
GNA13,ENSG00000120063,protein_coding,6431,ENSP00000400717,377
HOXB8,ENSG00000120068,protein_coding,2404,ENSP00000239144,243
KANSL1,ENSG00000120071,protein_coding,23858,ENSP00000262419,1105
HOXB5,ENSG00000120075,protein_coding,1859,ENSP00000239151,269
CRHR1,ENSG00000120088,protein_coding,6979,ENSP00000381333,444
HOXB3,ENSG00000120093,protein_coding,7425,ENSP00000308252,431
HOXB1,ENSG00000120094,protein_coding,2486,ENSP00000355140,301
DUSP1,ENSG00000120129,protein_coding,2013,ENSP00000239223,367
PANK3,ENSG00000120137,protein_coding,10348,ENSP00000239231,370
MSX2,ENSG00000120149,protein_coding,2224,ENSP00000239243,267
TEK,ENSG00000120156,protein_coding,4804,ENSP00000369375,1124
RCL1,ENSG00000120158,protein_coding,4140,ENSP00000371169,373
CAAP1,ENSG00000120159,protein_coding,3160,ENSP00000369431,361
EQTN,ENSG00000120160,protein_coding,1412,ENSP00000369371,294
MOB3B,ENSG00000120162,protein_coding,7120,ENSP00000262244,216
INSL6,ENSG00000120210,protein_coding,1734,ENSP00000371054,213
INSL4,ENSG00000120211,protein_coding,1952,ENSP00000239316,139
MLANA,ENSG00000120215,protein_coding,2996,ENSP00000370885,118
CD274,ENSG00000120217,protein_coding,4108,ENSP00000370989,290
IFNA6,ENSG00000120235,protein_coding,704,ENSP00000259555,190
IFNA8,ENSG00000120242,protein_coding,1069,ENSP00000369553,189
GRIA2,ENSG00000120251,protein_coding,14228,ENSP00000495569,901
NUP43,ENSG00000120253,protein_coding,4420,ENSP00000342262,380
MTHFD1L,ENSG00000120254,protein_coding,4891,ENSP00000478253,979
LRP11,ENSG00000120256,protein_coding,6026,ENSP00000239367,500
CCDC170,ENSG00000120262,protein_coding,5432,ENSP00000239374,715
PCMT1,ENSG00000120265,protein_coding,2831,ENSP00000356350,250
PLEKHG1,ENSG00000120278,protein_coding,10294,ENSP00000351318,1385
MYCT1,ENSG00000120279,protein_coding,3030,ENSP00000356214,235
TASL,ENSG00000120280,protein_coding,1792,ENSP00000368245,301
MAGEB4,ENSG00000120289,protein_coding,2188,ENSP00000368266,346
CYSTM1,ENSG00000120306,protein_coding,1857,ENSP00000261811,97
WDR55,ENSG00000120314,protein_coding,7483,ENSP00000351100,383
ARAP3,ENSG00000120318,protein_coding,6195,ENSP00000239440,1544
PCDHB8,ENSG00000120322,protein_coding,2996,ENSP00000239444,801
PCDHB10,ENSG00000120324,protein_coding,3295,ENSP00000239446,800
PCDHB14,ENSG00000120327,protein_coding,4417,ENSP00000239449,798
PCDHB12,ENSG00000120328,protein_coding,3875,ENSP00000239450,795
SLC25A2,ENSG00000120329,protein_coding,1415,ENSP00000239451,301
TNN,ENSG00000120332,protein_coding,5042,ENSP00000239462,1299
MRPS14,ENSG00000120333,protein_coding,2594,ENSP00000420714,128
CENPL,ENSG00000120334,protein_coding,5165,ENSP00000348527,390
TNFSF18,ENSG00000120337,protein_coding,2744,ENSP00000385470,177
SEC16B,ENSG00000120341,protein_coding,7520,ENSP00000308339,1060
GORAB,ENSG00000120370,protein_coding,11246,ENSP00000356737,369
GPR31,ENSG00000120436,protein_coding,2734,ENSP00000355799,319
ACAT2,ENSG00000120437,protein_coding,2639,ENSP00000356015,397
TCP1,ENSG00000120438,protein_coding,4883,ENSP00000317334,556
TTLL2,ENSG00000120440,protein_coding,3831,ENSP00000239587,592
SNX19,ENSG00000120451,protein_coding,17308,ENSP00000265909,992
KCNJ5,ENSG00000120457,protein_coding,6237,ENSP00000339960,419
MSANTD2,ENSG00000120458,protein_coding,4534,ENSP00000501466,596
TP53AIP1,ENSG00000120471,protein_coding,3445,ENSP00000432743,124
TEX11,ENSG00000120498,protein_coding,3351,ENSP00000340995,940
ARR3,ENSG00000120500,protein_coding,1719,ENSP00000311538,388
PDZD11,ENSG00000120509,protein_coding,5117,ENSP00000239666,140
SLC10A7,ENSG00000120519,protein_coding,12495,ENSP00000508969,370
NUDCD1,ENSG00000120526,protein_coding,10506,ENSP00000239690,583
ENY2,ENSG00000120533,protein_coding,6784,ENSP00000429986,101
MASTL,ENSG00000120539,protein_coding,4660,ENSP00000365107,879
KIAA1217,ENSG00000120549,protein_coding,12281,ENSP00000365637,1943
LYZL1,ENSG00000120563,protein_coding,1132,ENSP00000364650,194
PLXDC2,ENSG00000120594,protein_coding,12567,ENSP00000366460,529
EPC1,ENSG00000120616,protein_coding,11286,ENSP00000263062,836
IQSEC3,ENSG00000120645,protein_coding,7679,ENSP00000437554,1182
CCDC77,ENSG00000120647,protein_coding,3550,ENSP00000239830,488
TAF12,ENSG00000120656,protein_coding,8610,ENSP00000510282,228
ENOX1,ENSG00000120658,protein_coding,3553,ENSP00000261488,643
TNFSF11,ENSG00000120659,protein_coding,2730,ENSP00000381775,317
MTRF1,ENSG00000120662,protein_coding,3841,ENSP00000368793,445
SOHLH2,ENSG00000120669,protein_coding,3363,ENSP00000369210,425
DNAJC15,ENSG00000120675,protein_coding,8031,ENSP00000368523,150
PROSER1,ENSG00000120685,protein_coding,7329,ENSP00000332034,944
UFM1,ENSG00000120686,protein_coding,4382,ENSP00000368970,103
WBP4,ENSG00000120688,protein_coding,2388,ENSP00000368801,376
ELF1,ENSG00000120690,protein_coding,4446,ENSP00000239882,619
SMAD9,ENSG00000120693,protein_coding,5975,ENSP00000369154,467
HSPH1,ENSG00000120694,protein_coding,8391,ENSP00000487365,860
KBTBD7,ENSG00000120696,protein_coding,4736,ENSP00000368797,684
ALG5,ENSG00000120697,protein_coding,13831,ENSP00000239891,324
EXOSC8,ENSG00000120699,protein_coding,13092,ENSP00000374354,276
ETF1,ENSG00000120705,protein_coding,4537,ENSP00000353741,437
TGFBI,ENSG00000120708,protein_coding,7717,ENSP00000416330,683
FAM53C,ENSG00000120709,protein_coding,7051,ENSP00000239906,392
SIL1,ENSG00000120725,protein_coding,3977,ENSP00000426858,468
PAIP2,ENSG00000120727,protein_coding,3158,ENSP00000265192,127
MYOT,ENSG00000120729,protein_coding,2826,ENSP00000239926,498
KDM3B,ENSG00000120733,protein_coding,7872,ENSP00000326563,1761
EGR1,ENSG00000120738,protein_coding,3137,ENSP00000239938,543
SERP1,ENSG00000120742,protein_coding,5743,ENSP00000419472,78
PLS1,ENSG00000120756,protein_coding,5288,ENSP00000336831,629
ZFP30,ENSG00000120784,protein_coding,7708,ENSP00000343581,519
NR2C1,ENSG00000120798,protein_coding,6454,ENSP00000333275,603
UTP20,ENSG00000120800,protein_coding,10030,ENSP00000261637,2785
TMPO,ENSG00000120802,protein_coding,8516,ENSP00000266732,694
ARL1,ENSG00000120805,protein_coding,4935,ENSP00000448912,194
GLT8D2,ENSG00000120820,protein_coding,3268,ENSP00000354053,349
MTERF2,ENSG00000120832,protein_coding,7794,ENSP00000240050,385
SOCS2,ENSG00000120833,protein_coding,6477,ENSP00000339428,198
NFYB,ENSG00000120837,protein_coding,4899,ENSP00000448250,208
WASHC3,ENSG00000120860,protein_coding,2654,ENSP00000240079,194
APAF1,ENSG00000120868,protein_coding,7900,ENSP00000448165,1248
DUSP4,ENSG00000120875,protein_coding,7273,ENSP00000240100,394
CLU,ENSG00000120885,protein_coding,6285,ENSP00000315130,449
TNFRSF10B,ENSG00000120889,protein_coding,5010,ENSP00000276431,440
SORBS3,ENSG00000120896,protein_coding,5865,ENSP00000240123,671
PTK2B,ENSG00000120899,protein_coding,7860,ENSP00000332816,1009
CHRNA2,ENSG00000120903,protein_coding,5062,ENSP00000385026,529
ADRA1A,ENSG00000120907,protein_coding,6749,ENSP00000369960,475
PPP3CC,ENSG00000120910,protein_coding,2899,ENSP00000380878,521
PDLIM2,ENSG00000120913,protein_coding,12388,ENSP00000312634,602
EPHX2,ENSG00000120915,protein_coding,4185,ENSP00000430269,555
RNF170,ENSG00000120925,protein_coding,6055,ENSP00000434797,258
NPPB,ENSG00000120937,protein_coding,708,ENSP00000365651,134
UBIAD1,ENSG00000120942,protein_coding,5090,ENSP00000366006,338
TARDBP,ENSG00000120948,protein_coding,6187,ENSP00000240185,414
TNFRSF8,ENSG00000120949,protein_coding,3812,ENSP00000263932,595
PRAMEF2,ENSG00000120952,protein_coding,1642,ENSP00000240189,474
ZNF706,ENSG00000120963,protein_coding,7393,ENSP00000311768,76
LYPLA1,ENSG00000120992,protein_coding,4694,ENSP00000320043,230
CRISPLD1,ENSG00000121005,protein_coding,4553,ENSP00000262207,500
COPS5,ENSG00000121022,protein_coding,7779,ENSP00000350512,334
RDH10,ENSG00000121039,protein_coding,5331,ENSP00000240285,341
EPX,ENSG00000121053,protein_coding,2719,ENSP00000225371,715
AKAP1,ENSG00000121057,protein_coding,5340,ENSP00000337736,903
COIL,ENSG00000121058,protein_coding,3014,ENSP00000240316,576
TRIM25,ENSG00000121060,protein_coding,12417,ENSP00000323889,630
SCPEP1,ENSG00000121064,protein_coding,3829,ENSP00000262288,452
SPOP,ENSG00000121067,protein_coding,6506,ENSP00000240327,374
TBX2,ENSG00000121068,protein_coding,6082,ENSP00000240328,712
SLC35B1,ENSG00000121073,protein_coding,5898,ENSP00000497423,359
TBX4,ENSG00000121075,protein_coding,3996,ENSP00000495714,546
TEX14,ENSG00000121101,protein_coding,5325,ENSP00000240361,1497
FAM117A,ENSG00000121104,protein_coding,3800,ENSP00000240364,453
NCAPH,ENSG00000121152,protein_coding,6545,ENSP00000240423,741
LRAT,ENSG00000121207,protein_coding,7535,ENSP00000337224,230
TMEM131L,ENSG00000121210,protein_coding,6393,ENSP00000386787,1610
MND1,ENSG00000121211,protein_coding,1511,ENSP00000240488,205
TRIM6,ENSG00000121236,protein_coding,3964,ENSP00000369440,516
ABCC11,ENSG00000121270,protein_coding,8469,ENSP00000349017,1382
TENT4B,ENSG00000121274,protein_coding,8592,ENSP00000455837,713
ADCY7,ENSG00000121281,protein_coding,8595,ENSP00000254235,1080
CEP89,ENSG00000121289,protein_coding,9233,ENSP00000306105,783
TSHZ3,ENSG00000121297,protein_coding,8280,ENSP00000240587,1081
ECHDC2,ENSG00000121310,protein_coding,11572,ENSP00000360577,292
TAS2R8,ENSG00000121314,protein_coding,1236,ENSP00000240615,309
PLBD1,ENSG00000121316,protein_coding,2375,ENSP00000240617,553
TAS2R10,ENSG00000121318,protein_coding,1140,ENSP00000240619,307
PRB2,ENSG00000121335,protein_coding,1795,ENSP00000374013,416
PYROXD1,ENSG00000121350,protein_coding,5723,ENSP00000240651,500
IAPP,ENSG00000121351,protein_coding,2151,ENSP00000240652,89
KCNJ8,ENSG00000121361,protein_coding,2511,ENSP00000240662,424
TAS2R7,ENSG00000121377,protein_coding,1096,ENSP00000240687,318
BCL2L14,ENSG00000121380,protein_coding,5112,ENSP00000466693,360
TAS2R9,ENSG00000121381,protein_coding,1075,ENSP00000240691,312
PSPC1,ENSG00000121390,protein_coding,4817,ENSP00000343966,523
ZNF549,ENSG00000121406,protein_coding,9279,ENSP00000365407,640
A1BG,ENSG00000121410,protein_coding,3999,ENSP00000263100,495
ZSCAN18,ENSG00000121413,protein_coding,8175,ENSP00000470123,566
ZNF211,ENSG00000121417,protein_coding,4562,ENSP00000299871,629
PDZRN3,ENSG00000121440,protein_coding,6139,ENSP00000263666,1066
RGSL1,ENSG00000121446,protein_coding,9063,ENSP00000457748,1076
LHX4,ENSG00000121454,protein_coding,6085,ENSP00000263726,390
RNF2,ENSG00000121481,protein_coding,3935,ENSP00000356480,336
TRMT1L,ENSG00000121486,protein_coding,4914,ENSP00000356476,733
SEC22A,ENSG00000121542,protein_coding,4704,ENSP00000310521,307
CSTA,ENSG00000121552,protein_coding,1366,ENSP00000264474,98
DPPA4,ENSG00000121570,protein_coding,4967,ENSP00000335306,304
POPDC2,ENSG00000121577,protein_coding,2208,ENSP00000340753,368
B4GALT4,ENSG00000121578,protein_coding,6988,ENSP00000352144,344
NAA50,ENSG00000121579,protein_coding,6438,ENSP00000240922,169
CD80,ENSG00000121594,protein_coding,3213,ENSP00000264246,288
KIF18A,ENSG00000121621,protein_coding,4517,ENSP00000263181,898
GJA8,ENSG00000121634,protein_coding,1392,ENSP00000358238,433
DESI2,ENSG00000121644,protein_coding,4936,ENSP00000306528,194
MAPK8IP1,ENSG00000121653,protein_coding,3498,ENSP00000241014,711
CRY2,ENSG00000121671,protein_coding,6200,ENSP00000406751,614
PEX16,ENSG00000121680,protein_coding,3019,ENSP00000241041,346
DEPDC7,ENSG00000121690,protein_coding,3314,ENSP00000241051,511
CAT,ENSG00000121691,protein_coding,3579,ENSP00000241052,527
PILRB,ENSG00000121716,protein_coding,5761,ENSP00000415775,271
ZMYM2,ENSG00000121741,protein_coding,13611,ENSP00000372327,1377
GJB6,ENSG00000121742,protein_coding,3270,ENSP00000241124,261
GJA3,ENSG00000121743,protein_coding,5214,ENSP00000241125,435
TBC1D15,ENSG00000121749,protein_coding,8227,ENSP00000448182,691
ADGRB2,ENSG00000121753,protein_coding,7756,ENSP00000362762,1585
HCRTR1,ENSG00000121764,protein_coding,2510,ENSP00000362810,425
ZCCHC17,ENSG00000121766,protein_coding,1921,ENSP00000480986,263
FABP3,ENSG00000121769,protein_coding,1398,ENSP00000362817,133
KHDRBS1,ENSG00000121774,protein_coding,3544,ENSP00000313829,443
TMEM39B,ENSG00000121775,protein_coding,2787,ENSP00000338165,492
CCRL2,ENSG00000121797,protein_coding,2991,ENSP00000349967,356
CCR2,ENSG00000121807,protein_coding,3873,ENSP00000383681,374
POLR3GL,ENSG00000121851,protein_coding,1811,ENSP00000358320,218
GHSR,ENSG00000121853,protein_coding,3088,ENSP00000241256,366
TNFSF10,ENSG00000121858,protein_coding,3441,ENSP00000241261,281
ZNF639,ENSG00000121864,protein_coding,6819,ENSP00000325634,485
SLITRK3,ENSG00000121871,protein_coding,5274,ENSP00000241274,977
PIK3CA,ENSG00000121879,protein_coding,17189,ENSP00000263967,1068
PDS5A,ENSG00000121892,protein_coding,12204,ENSP00000303427,1337
TMEM156,ENSG00000121895,protein_coding,2562,ENSP00000371364,296
LIAS,ENSG00000121897,protein_coding,11318,ENSP00000492260,372
CPXM2,ENSG00000121898,protein_coding,4856,ENSP00000241305,756
TMEM54,ENSG00000121900,protein_coding,1417,ENSP00000362562,222
ZSCAN20,ENSG00000121903,protein_coding,10444,ENSP00000355053,1043
CSMD2,ENSG00000121904,protein_coding,18114,ENSP00000362479,3631
HPCA,ENSG00000121905,protein_coding,1964,ENSP00000362566,193
LRIF1,ENSG00000121931,protein_coding,3502,ENSP00000358778,769
TMIGD3,ENSG00000121933,protein_coding,2428,ENSP00000358730,347
CLCC1,ENSG00000121940,protein_coding,19957,ENSP00000501566,568
GPSM2,ENSG00000121957,protein_coding,19578,ENSP00000501579,701
GTDC1,ENSG00000121964,protein_coding,14162,ENSP00000339750,458
CXCR4,ENSG00000121966,protein_coding,2902,ENSP00000386884,356
ZRANB3,ENSG00000121988,protein_coding,9097,ENSP00000264159,1079
ACVR2A,ENSG00000121989,protein_coding,6448,ENSP00000241416,513
POLK,ENSG00000122008,protein_coding,17863,ENSP00000241436,870
SV2C,ENSG00000122012,protein_coding,11817,ENSP00000423541,727
FLT3,ENSG00000122025,protein_coding,4159,ENSP00000241453,993
RPL21,ENSG00000122026,protein_coding,5114,ENSP00000346027,160
MTIF3,ENSG00000122033,protein_coding,1603,ENSP00000370512,278
GTF3A,ENSG00000122034,protein_coding,2926,ENSP00000370532,365
RASL11A,ENSG00000122035,protein_coding,2623,ENSP00000241463,242
UBL3,ENSG00000122042,protein_coding,4317,ENSP00000370055,117
FYTTD1,ENSG00000122068,protein_coding,7897,ENSP00000241502,318
MTERF4,ENSG00000122085,protein_coding,9938,ENSP00000241527,381
XPNPEP2,ENSG00000122121,protein_coding,3853,ENSP00000360147,674
SASH3,ENSG00000122122,protein_coding,2741,ENSP00000349359,380
OCRL,ENSG00000122126,protein_coding,7992,ENSP00000360154,901
PAEP,ENSG00000122133,protein_coding,1454,ENSP00000277508,180
